chr	gene	ratio	observed_state	hidden_state
chr2	Bub1	0.16666666666666666	0.0	0
chr2	Bcl2l11	0.22727272727272727	0.0	0
chr2	Anapc1	0.4909313725490196	0.0	0
chr2	Tmem87b	0.2608695652173913	0.0	0
chr2	Zc3h8	0.10227272727272728	0.0	0
chr2	Ckap2l	0.022972972972972974	0.0	0
chr2	Snrpb	0.5080421094057458	1.0	0
chr2	Nop56	0.8711503623188406	4.0	0
chr2	Idh3b	0.5689824561403508	1.0	0
chr2	Cpxm1	0.5238095238095238	1.0	0
chr2	Vps16	0.425	0.0	0
chr2	Ptpra	0.5603603603603603	1.0	0
chr2	Itpa	0.69798083504449	2.0	0
chr2	4930402H24Rik	0.34615384615384615	0.0	0
chr2	1700037H04Rik	0.07636469221835075	0.0	0
chr2	Cenpb	0.007142857142857143	0.0	0
chr2	Mavs	0.4230769230769231	0.0	0
chr2	Pank2	0.035046728971962614	0.0	0
chr2	Prnp	0.6020408163265306	2.0	0
chr2	Tmem230	0.45	0.0	0
chr2	Pcna	0.8291666666666667	4.0	0
chr2	Cds2	0.42857142857142855	0.0	0
chr2	Trmt6	0.5201799485861183	1.0	0
chr2	Mcm8	0.46534653465346537	0.0	0
chr2	Crls1	0.5102564102564102	1.0	0
chr2	Lrrn4	0.4848484848484848	0.0	0
chr2	Tmx4	0.34782608695652173	0.0	0
chr2	Mkks	0.5991379310344828	1.0	0
chr2	Slx4ip	0.43103448275862066	0.0	0
chr2	Tasp1	0.0625	0.0	0
chr2	Esf1	0.07514450867052024	0.0	0
chr2	Macrod2	0.07017543859649122	0.0	0
chr2	Snrpb2	0.03834080717488789	0.0	0
chr2	Dstn	0.37333333333333335	0.0	0
chr2	Rrbp1	0.33429118773946365	0.0	0
chr2	Mgme1	0.4010989010989011	0.0	0
chr2	Polr3f	0.38461538461538464	0.0	0
chr2	Rbbp9	0.3142857142857143	0.0	0
chr2	Dtd1	0.03089887640449438	0.0	0
chr2	Crnkl1	0.46568627450980393	0.0	0
chr2	Xrn2	0.5097948856962139	1.0	0
chr2	Foxa2	0.41954022988505746	0.0	0
chr2	Nxt1	0.5222222222222223	1.0	0
chr2	Gzf1	0.4794520547945205	0.0	0
chr2	Cst3	0.0330867622129758	0.0	0
chr2	Gm10130	0.574468085106383	1.0	0
chr2	Entpd6	0.6176470588235294	2.0	0
chr2	Abhd12	0.4534050179211469	0.0	0
chr2	Gins1	0.38636363636363635	0.0	0
chr2	Ninl	0.5777777777777777	1.0	0
chr2	Fkbp1a	0.3111111111111111	0.0	0
chr2	Tbc1d20	0.46875	0.0	0
chr2	Rbck1	0.823394495412844	4.0	0
chr2	Trib3	0.23809523809523808	0.0	0
chr2	Zcchc3	0.7314814814814814	3.0	0
chr2	Id1	0.44679620507206713	0.0	0
chr2	Cox4i2	0.3533333333333333	0.0	0
chr2	Tpx2	0.5262735849056603	1.0	0
chr2	Pdrg1	0.49904580152671757	0.0	0
chr2	Pofut1	0.0410958904109589	0.0	0
chr2	Asxl1	0.01098901098901099	0.0	0
chr2	Commd7	0.11016949152542373	0.0	0
chr2	Dnmt3b	0.557216600434266	1.0	0
chr2	Mapre1	0.19880647911338448	0.0	0
chr2	Cbfa2t2	0.06818181818181818	0.0	0
chr2	E2f1	0.041666666666666664	0.0	0
chr2	Chmp4b	0.0045871559633027525	0.0	0
chr2	Eif2s2	0.46296296296296297	0.0	0
chr2	Ahcy	0.7815533980582524	3.0	0
chr2	Itch	0.5	1.0	0
chr2	Dynlrb1	0.5912711402073104	1.0	0
chr2	Map1lc3a	0.39615384615384613	0.0	0
chr2	Pigu	0.39825581395348836	0.0	0
chr2	Trpc4ap	0.5277777777777778	1.0	0
chr2	Edem2	0.5348837209302325	1.0	0
chr2	Eif6	0.5850246124019131	1.0	0
chr2	Uqcc1	0.6322751322751322	2.0	0
chr2	Cep250	0.5350877192982456	1.0	0
chr2	Ergic3	0.5279639175257732	1.0	0
chr2	Cpne1	0.6237113402061856	2.0	0
chr2	Rbm39	0.5156122448979591	1.0	0
chr2	Phf20	0.42045454545454547	0.0	0
chr2	2900097C17Rik	0.46875	0.0	0
chr2	Tgif2	0.10833333333333334	0.0	0
chr2	Ndrg3	0.04	0.0	0
chr2	Dsn1	0.125	0.0	0
chr2	Soga1	0.07142857142857142	0.0	0
chr2	Samhd1	0.4390423572744015	0.0	0
chr2	Rpn2	0.4414083880678708	0.0	0
chr2	Manbal	0.4703125	0.0	0
chr2	Rprd1b	0.5687830687830687	1.0	0
chr2	Snhg17	0.6666666666666666	2.0	0
chr2	Snhg11	0.20987654320987653	0.0	0
chr2	Actr5	0.08888888888888889	0.0	0
chr2	Fam83d	0.5019047619047619	1.0	0
chr2	Top1	0.5221598002496879	1.0	0
chr2	Lpin3	0.28	0.0	0
chr2	Chd6	0.38823529411764707	0.0	0
chr2	Srsf6	0.6024305555555556	2.0	0
chr2	Ift52	0.5612903225806452	1.0	0
chr2	Mybl2	0.3458083832335329	0.0	0
chr2	Gtsf1l	0.30416666666666664	0.0	0
chr2	Hnf4a	0.6375	2.0	0
chr2	Ttpal	0.6413043478260869	2.0	0
chr2	Serinc3	0.34809711286089234	0.0	0
chr2	Pkig	0.4216541978387364	0.0	0
chr2	Ada	0.5847457627118644	1.0	0
chr2	Ywhab	0.5225806451612903	1.0	0
chr2	Stk4	0.5863636363636363	1.0	0
chr2	Sdc4	0.5136123680241327	1.0	0
chr2	Sys1	0.4259259259259259	0.0	0
chr2	Dbndd2	0.35952380952380947	0.0	0
chr2	Pigt	0.22322322322322322	0.0	0
chr2	Wfdc2	0.07219251336898395	0.0	0
chr2	Dnttip1	0.428921568627451	0.0	0
chr2	Snx21	0.6283783783783784	2.0	0
chr2	Acot8	0.37037037037037035	0.0	0
chr2	Zswim1	0.4394654088050314	0.0	0
chr2	Pcif1	0.4908256880733945	0.0	0
chr2	Zfp335	0.15	0.0	0
chr2	Elmo2	0.6619718309859155	2.0	0
chr2	Zfp334	0.5396825396825397	1.0	0
chr2	Trp53rka	0.5577956989247311	1.0	0
chr2	Zmynd8	0.5669616519174041	1.0	0
chr2	Ncoa3	0.3103864734299517	0.0	0
chr2	Prex1	0.5775862068965517	1.0	0
chr2	Trp53rkb	0.35638297872340424	0.0	0
chr2	Cse1l	0.5670103092783505	1.0	0
chr2	Stau1	0.4863013698630137	0.0	0
chr2	Ddx27	0.47834274952919026	0.0	0
chr2	Zfas1	0.5215749730312836	1.0	0
chr2	B4galt5	0.5485232067510548	1.0	0
chr2	Tmem189	0.47222222222222227	0.0	0
chr2	Mocs3	0.3951612903225806	0.0	0
chr2	Atp9a	0.09259259259259259	0.0	0
chr2	Sall4	0.3757196162046908	0.0	0
chr2	Zfp217	0.5	1.0	0
chr2	Pfdn4	0.4772727272727273	0.0	0
chr2	Fam210b	0.49019607843137253	0.0	0
chr2	Aurka	0.5035064935064935	1.0	0
chr2	Cstf1	0.6258333333333332	2.0	0
chr2	Tfap2c	0.6686274509803921	2.0	0
chr2	Bmp7	0.441025641025641	0.0	0
chr2	Rae1	0.5426696662917135	1.0	0
chr2	Rbm38	0.5678294573643411	1.0	0
chr2	Rab22a	0.5175438596491229	1.0	0
chr2	Npepl1	0.5952380952380952	1.0	0
chr2	Nelfcd	0.4498766345916605	0.0	0
chr2	Ctsz	0.5113909423909424	1.0	0
chr2	Atp5e	0.6103076794097921	2.0	0
chr2	Lsm14b	0.46153846153846156	0.0	0
chr2	Psma7	0.49803063457330415	0.0	0
chr2	Mtg2	0.44166666666666665	0.0	0
chr2	Lama5	0.49137931034482757	0.0	0
chr2	Rps21	0.45147798742138356	0.0	0
chr2	Cables2	0.51	1.0	0
chr2	Ogfr	0.5025	1.0	0
chr2	Dido1	0.5	1.0	0
chr2	Gid8	0.6153846153846154	2.0	0
chr2	Ppdpf	0.6403508771929824	2.0	0
chr2	Tpd52l2	0.49828137490008	0.0	0
chr2	Dnajc5	0.5176600441501104	1.0	0
chr2	Polr3k	0.35348101265822784	0.0	0
chr3	Pex2	0.45893719806763283	0.0	0
chr3	Zc2hc1a	0.3812785388127854	0.0	0
chr3	Mrps28	0.44962499115545185	0.0	0
chr3	Tpd52	0.3403799903799904	0.0	0
chr3	Zfp704	0.20625	0.0	0
chr3	Fabp5	0.058429118773946354	0.0	0
chr3	Impa1	0.4059017941454202	0.0	0
chr3	Zfand1	0.10810810810810811	0.0	0
chr3	Chmp4c	0.15789473684210525	0.0	0
chr3	Snx16	0.45238095238095244	0.0	0
chr3	Lrrcc1	0.49056603773584906	0.0	0
chr3	E2f5	0.4544159544159544	0.0	0
chr3	Car13	0.45652173913043476	0.0	0
chr3	Car3	0.3918918918918919	0.0	0
chr3	Car2	0.6853146853146853	2.0	0
chr3	Armc1	0.21509009009009009	0.0	0
chr3	Mtfr1	0.7393162393162392	3.0	0
chr3	Pde7a	0.4805414551607445	0.0	0
chr3	Hps3	0.6900584795321637	2.0	0
chr3	Hltf	0.43103448275862066	0.0	0
chr3	Gyg	0.530841121495327	1.0	0
chr3	Tbl1xr1	0.5806451612903226	1.0	0
chr3	Fndc3b	0.5555555555555556	1.0	0
chr3	Slc2a2	0.47777777777777775	0.0	0
chr3	Mynn	0.5357142857142857	1.0	0
chr3	Prkci	0.4869791666666667	0.0	0
chr3	Pik3ca	0.506578947368421	1.0	0
chr3	Gnb4	0.5899122807017544	1.0	0
chr3	Actl6a	0.75	3.0	0
chr3	Mrpl47	0.46511627906976744	0.0	0
chr3	Ndufb5	0.589098532494759	1.0	0
chr3	Usp13	0.4222222222222222	0.0	0
chr3	Ttc14	0.543859649122807	1.0	0
chr3	Fxr1	0.5088075880758807	1.0	0
chr3	Atp11b	0.7067307692307693	3.0	0
chr3	Mccc1	0.6129032258064516	2.0	0
chr3	Acad9	0.43103448275862066	0.0	0
chr3	Anxa5	0.5270025839793281	1.0	0
chr3	Exosc9	0.03125	0.0	0
chr3	Ccna2	0.02217125382262997	0.0	0
chr3	Bbs7	0.07142857142857142	0.0	0
chr3	4932438A13Rik	0.29069767441860467	0.0	0
chr3	Spata5	0.5390070921985816	1.0	0
chr3	Intu	0.4	0.0	0
chr3	Plk4	0.4583333333333333	0.0	0
chr3	Larp1b	0.5490196078431373	1.0	0
chr3	Pgrmc2	0.5492957746478874	1.0	0
chr3	Sclt1	0.39682539682539686	0.0	0
chr3	D3Ertd751e	0.29285714285714287	0.0	0
chr3	Pcdh18	0.07317073170731707	0.0	0
chr3	Noct	0.5078247261345853	1.0	0
chr3	Mgarp	0.6635802469135802	2.0	0
chr3	Ndufc1	0.4151873767258382	0.0	0
chr3	Naa15	0.5472949389179755	1.0	0
chr3	Rab33b	0.543859649122807	1.0	0
chr3	Setd7	0.35106382978723405	0.0	0
chr3	Maml3	0.5285714285714286	1.0	0
chr3	Foxo1	0.3181818181818182	0.0	0
chr3	Cog6	0.3541666666666667	0.0	0
chr3	Lhfp	0.5584541062801932	1.0	0
chr3	Proser1	0.6081081081081081	2.0	0
chr3	Frem2	0.5652173913043478	1.0	0
chr3	Ufm1	0.43478260869565216	0.0	0
chr3	Supt20	0.5529801324503312	1.0	0
chr3	Exosc8	0.451103998444424	0.0	0
chr3	Alg5	0.49487179487179483	0.0	0
chr3	Rfxap	0.4158878504672897	0.0	0
chr3	Spg20	0.55009633911368	1.0	0
chr3	Nbea	0.3181818181818182	0.0	0
chr3	Wwtr1	0.47	0.0	0
chr3	Commd2	0.5704424103737604	1.0	0
chr3	Rnf13	0.39655172413793105	0.0	0
chr3	Serp1	0.5500910746812385	1.0	0
chr3	Eif2a	0.11538461538461539	0.0	0
chr3	Ssr3	0.2638888888888889	0.0	0
chr3	Tiparp	0.4427777777777777	0.0	0
chr3	Ccnl1	0.5714285714285714	1.0	0
chr3	Rsrc1	0.20161290322580644	0.0	0
chr3	Gfm1	0.36764705882352944	0.0	0
chr3	Mfsd1	0.5231186651367374	1.0	0
chr3	Smc4	0.23867313915857605	0.0	0
chr3	Trim59	0.29508196721311475	0.0	0
chr3	Ppm1l	0.5111111111111111	1.0	0
chr3	Pdcd10	0.7346938775510204	3.0	0
chr3	Golim4	0.5983935742971888	1.0	0
chr3	Fnip2	0.5289855072463768	1.0	0
chr3	Ppid	0.31951357276743875	0.0	0
chr3	Etfdh	0.6527777777777778	2.0	0
chr3	4930579G24Rik	0.5660377358490566	1.0	0
chr3	Tmem144	0.6557971014492753	2.0	0
chr3	Map9	0.4918032786885246	0.0	0
chr3	Trim2	0.3488372093023256	0.0	0
chr3	Fbxw7	0.30327868852459017	0.0	0
chr3	Gatb	0.12195121951219512	0.0	0
chr3	Sh3d19	0.6166666666666667	2.0	0
chr3	Kirrel	0.5	1.0	0
chr3	Hdgf	0.5104364182959994	1.0	0
chr3	Mrpl24	0.02570093457943925	0.0	0
chr3	Rrnad1	0.2962962962962963	0.0	0
chr3	Isg20l2	0.5074525745257452	1.0	0
chr3	Crabp2	0.5163213770356627	1.0	0
chr3	Nes	0.149812734082397	0.0	0
chr3	Gpatch4	0.5697674418604651	1.0	0
chr3	Cct3	0.22093023255813954	0.0	0
chr3	Glmp	0.5319917440660474	1.0	0
chr3	Pmf1	0.55824	1.0	0
chr3	Slc25a44	0.4	0.0	0
chr3	Lamtor2	0.4657039711191336	0.0	0
chr3	Ubqln4	0.5151888341543513	1.0	0
chr3	Ssr2	0.5385484597805171	1.0	0
chr3	Arhgef2	0.5528455284552846	1.0	0
chr3	Rit1	0.4358108108108108	0.0	0
chr3	Syt11	0.5833333333333334	1.0	0
chr3	Gon4l	0.3333333333333333	0.0	0
chr3	Msto1	0.46274509803921565	0.0	0
chr3	Dap3	0.5506513409961685	1.0	0
chr3	Ash1l	0.4978813559322034	0.0	0
chr3	Fdps	0.09144818976279649	0.0	0
chr3	Clk2	0.37681159420289856	0.0	0
chr3	Scamp3	0.5427287581699346	1.0	0
chr3	Krtcap2	0.46221992353852115	0.0	0
chr3	Slc50a1	0.5387596899224806	1.0	0
chr3	Efna4	0.6486486486486487	2.0	0
chr3	Flad1	0.5333333333333333	1.0	0
chr3	Cks1b	0.49783380978667174	0.0	0
chr3	Pygo2	0.4701492537313433	0.0	0
chr3	Pmvk	0.87109375	4.0	0
chr3	Ubap2l	0.46666666666666673	0.0	0
chr3	Tpm3	0.4362519201228878	0.0	0
chr3	Rab13	0.1	0.0	0
chr3	Jtb	0.40080459770114946	0.0	0
chr3	Slc39a1	0.36791147994467494	0.0	0
chr3	Gatad2b	0.5608974358974359	1.0	0
chr3	Slc27a3	0.6206896551724138	2.0	0
chr3	Ints3	0.29285714285714287	0.0	0
chr3	Ilf2	0.4145153492869229	0.0	0
chr3	Snapin	0.49375	0.0	0
chr3	S100a1	0.32726337448559667	0.0	0
chr3	S100a13	0.4642857142857143	0.0	0
chr3	S100a16	0.3652482269503546	0.0	0
chr3	S100a11	0.4883720930232558	0.0	0
chr3	S100a10	0.2745374582954201	0.0	0
chr3	Mrpl9	0.5422194922194923	1.0	0
chr3	Snx27	0.40939597315436244	0.0	0
chr3	Cgn	0.5	1.0	0
chr3	Pogz	0.33760683760683763	0.0	0
chr3	Psmb4	0.6033653846153846	2.0	0
chr3	Pip5k1a	0.5074074074074074	1.0	0
chr3	Scnm1	0.05504587155963303	0.0	0
chr3	Gabpb2	0.47045454545454546	0.0	0
chr3	Cdc42se1	0.45892018779342714	0.0	0
chr3	Setdb1	0.5454545454545454	1.0	0
chr3	Arnt	0.6020408163265306	2.0	0
chr3	Mcl1	0.25	0.0	0
chr3	Tars2	0.48536036036036034	0.0	0
chr3	Rprd2	0.475	0.0	0
chr3	Ciart	0.6964285714285714	2.0	0
chr3	Car14	0.4946808510638298	0.0	0
chr3	Anp32e	0.5218253968253969	1.0	0
chr3	Bola1	0.6428571428571429	2.0	0
chr3	Rbm8a	0.8931451612903226	4.0	0
chr3	Pex11b	0.46333333333333326	0.0	0
chr3	Gpr89	0.6461538461538462	2.0	0
chr3	Chd1l	0.5590277777777778	1.0	0
chr3	Pde4dip	0.6031746031746031	2.0	0
chr3	Sec22b	0.5146443514644351	1.0	0
chr3	Phgdh	0.5068493150684932	1.0	0
chr3	Wars2	0.46	0.0	0
chr3	Wdr3	0.5508519701810436	1.0	0
chr3	Man1a2	0.5684210526315789	1.0	0
chr3	Gm42869	0.2222222222222222	0.0	0
chr3	Ttf2	0.5196078431372549	1.0	0
chr3	Igsf3	0.23684210526315788	0.0	0
chr3	Csde1	0.4716706067769898	0.0	0
chr3	Nras	0.6163366336633663	2.0	0
chr3	Bcas2	0.5256925935357308	1.0	0
chr3	Olfml3	0.4682539682539682	0.0	0
chr3	Dclre1b	0.625	2.0	0
chr3	Ap4b1	0.48717948717948717	0.0	0
chr3	Slc16a1	0.4423153308109683	0.0	0
chr3	St7l	0.5303030303030303	1.0	0
chr3	Ddx20	0.4398148148148148	0.0	0
chr3	Atp5f1	0.6591949316541538	2.0	0
chr3	Wdr77	0.5722936507936508	1.0	0
chr3	Lamtor5	0.7510917030567685	3.0	0
chr3	Strip1	0.4824561403508772	0.0	0
chr3	Gstm5	0.6234177215189873	2.0	0
chr3	Ampd2	0.5670103092783505	1.0	0
chr3	Gnai3	0.55	1.0	0
chr3	Sort1	0.39473684210526316	0.0	0
chr3	Psrc1	0.5655430711610486	1.0	0
chr3	Tmem167b	0.4722222222222222	0.0	0
chr3	Taf13	0.5603448275862069	1.0	0
chr3	Clcc1	0.5789473684210527	1.0	0
chr3	Prpf38b	0.4708333333333333	0.0	0
chr3	Slc25a24	0.7089552238805971	3.0	0
chr3	Prmt6	0.1875	0.0	0
chr3	Rnpc3	0.40384615384615385	0.0	0
chr3	Dph5	0.41626794258373206	0.0	0
chr3	Slc30a7	0.4444444444444444	0.0	0
chr3	Extl2	0.4880952380952381	0.0	0
chr3	Cdc14a	0.46938775510204084	0.0	0
chr3	Rtca	0.5735596707818931	1.0	0
chr3	Dbt	0.5162337662337663	1.0	0
chr3	Trmt13	0.42771084337349397	0.0	0
chr3	Sass6	0.5568181818181818	1.0	0
chr3	Mfsd14a	0.6891891891891891	2.0	0
chr3	Agl	0.3103448275862069	0.0	0
chr3	Frrs1	0.39748677248677244	0.0	0
chr3	Snx7	0.5948275862068966	1.0	0
chr3	Ptbp2	0.4016393442622951	0.0	0
chr3	Rwdd3	0.3684210526315789	0.0	0
chr3	Alg14	0.06826241134751772	0.0	0
chr3	Cnn3	0.2917239929679737	0.0	0
chr3	Abcd3	0.216	0.0	0
chr3	Arhgap29	0.2682926829268293	0.0	0
chr3	Gclm	0.05246913580246914	0.0	0
chr3	Dnttip2	0.395	0.0	0
chr3	Mettl14	0.11538461538461539	0.0	0
chr3	Snhg8	0.5384057971014492	1.0	0
chr3	Ank2	0.43678160919540227	0.0	0
chr3	Larp7	0.5637362637362636	1.0	0
chr3	Zgrf1	0.35294117647058826	0.0	0
chr3	Ap1ar	0.4489795918367347	0.0	0
chr3	Elovl6	0.5565326633165828	1.0	0
chr3	Gar1	0.075	0.0	0
chr3	Pla2g12a	0.43362427265170406	0.0	0
chr3	Casp6	0.47586206896551725	0.0	0
chr3	Ostc	0.08921130681058478	0.0	0
chr3	Lef1	0.6141975308641975	2.0	0
chr3	Hadh	0.46601941747572817	0.0	0
chr3	Papss1	0.564021164021164	1.0	0
chr3	Aimp1	0.04975757575757575	0.0	0
chr3	Tbck	0.5769230769230769	1.0	0
chr3	Gstcd	0.01327433628318584	0.0	0
chr3	Ppa2	0.5116562282533055	1.0	0
chr3	Cenpe	0.43458781362007165	0.0	0
chr3	Bdh2	0.3142857142857143	0.0	0
chr3	Ube2d3	0.3287292817679558	0.0	0
chr3	Manba	0.5116279069767442	1.0	0
chr3	Slc39a8	0.5351851851851852	1.0	0
chr3	Dnajb14	0.4664983164983165	0.0	0
chr3	Lamtor3	0.10526315789473684	0.0	0
chr3	Mttp	0.3935469514908767	0.0	0
chr3	Trmt10a	0.4883227176220806	0.0	0
chr3	Adh5	0.5567785268662462	1.0	0
chr3	Metap1	0.40919540229885054	0.0	0
chr3	Eif4e	0.5052083333333334	1.0	0
chr3	Tspan5	0.49390243902439024	0.0	0
chr3	Rap1gds1	0.3101851851851852	0.0	0
chr3	Unc5c	0.44886363636363635	0.0	0
chr3	Pdlim5	0.460919540229885	0.0	0
chr3	Pkn2	0.5060240963855421	1.0	0
chr3	Hs2st1	0.46126302083333337	0.0	0
chr3	Sh3glb1	0.4785575048732943	0.0	0
chr3	Odf2l	0.3804347826086957	0.0	0
chr3	Znhit6	0.6137254901960785	2.0	0
chr3	Ddah1	0.4339943173005062	0.0	0
chr3	Bcl10	0.6161137440758294	2.0	0
chr3	2410004B18Rik	0.5727272727272728	1.0	0
chr3	Rpf1	0.5135219131900548	1.0	0
chr3	Prkacb	0.6326530612244898	2.0	0
chr3	Adgrl2	0.3995238095238095	0.0	0
chr3	Dnajb4	0.49019607843137253	0.0	0
chr3	Fubp1	0.5371362433862434	1.0	0
chr3	Usp33	0.5	1.0	0
chr3	Zzz3	0.5473684210526316	1.0	0
chr3	Pigk	0.35668789808917195	0.0	0
chr3	Rabggtb	0.5513483146067416	1.0	0
chr3	Acadm	0.5555090655509065	1.0	0
chr3	Fpgt	0.5714285714285714	1.0	0
chr3	Cth	0.568142361111111	1.0	0
chr3	Srsf11	0.521558872305141	1.0	0
chr3	Lrrc40	0.4707602339181287	0.0	0
chr3	Wls	0.5799730808502739	1.0	0
chr4	Tmem68	1.0	5.0	1
chr4	Tgs1	1.0	5.0	1
chr4	Lyn	0.7	3.0	1
chr4	Rps20	0.9723340790454884	5.0	1
chr4	Impad1	0.9894366197183099	5.0	1
chr4	Ubxn2b	0.97	5.0	1
chr4	Rab2a	0.8935417756846329	4.0	1
chr4	Chd7	0.985655737704918	5.0	1
chr4	Asph	0.9806629834254144	5.0	1
chr4	2610301B20Rik	1.0	5.0	1
chr4	Plekhf2	0.9771573604060914	5.0	1
chr4	Esrp1	1.0	5.0	1
chr4	Fam92a	0.9929824561403509	5.0	1
chr4	Otud6b	0.9764705882352941	5.0	1
chr4	Tmem64	0.98989898989899	5.0	1
chr4	Decr1	0.9807692307692307	5.0	1
chr4	Nbn	1.0	5.0	1
chr4	Cpne3	0.9431818181818182	5.0	1
chr4	Ggh	0.7857142857142857	3.0	1
chr4	Ccnc	0.9315068493150684	5.0	1
chr4	Tstd3	0.9859649122807016	5.0	1
chr4	Usp45	0.9696969696969697	5.0	1
chr4	Pnisr	0.984251968503937	5.0	1
chr4	Coq3	0.9725609756097561	5.0	1
chr4	Mms22l	0.9769503546099291	5.0	1
chr4	Ndufaf4	0.9841255332114566	5.0	1
chr4	Ufl1	0.9375	5.0	1
chr4	Manea	1.0	5.0	1
chr4	Map3k7	0.6071428571428571	2.0	1
chr4	Casp8ap2	0.875	4.0	1
chr4	Mdn1	0.9851851851851852	5.0	1
chr4	Lyrm2	1.0	5.0	1
chr4	Pnrc1	1.0	5.0	1
chr4	Rngtt	0.9714285714285714	5.0	1
chr4	Akirin2	0.6230769230769231	2.0	1
chr4	Orc3	0.48	0.0	1
chr4	Zfp292	0.5555555555555556	1.0	1
chr4	Aco1	0.9869109947643979	5.0	1
chr4	Topors	1.0	5.0	1
chr4	Ndufb6	0.9943181818181818	5.0	1
chr4	Dnaja1	0.6746031746031746	2.0	1
chr4	Smu1	0.9917127071823204	5.0	1
chr4	B4galt1	0.9925925925925926	5.0	1
chr4	Nfx1	0.9671052631578947	5.0	1
chr4	Nol6	0.9828571428571429	5.0	1
chr4	Ube2r2	0.9842995169082126	5.0	1
chr4	Ubap2	0.9978448275862069	5.0	1
chr4	Dctn3	0.6254824561403509	2.0	1
chr4	Stoml2	0.7153541504353411	3.0	1
chr4	Tesk1	0.65	2.0	1
chr4	Ccdc107	0.9861111111111112	5.0	1
chr4	Tln1	0.978021978021978	5.0	1
chr4	Gba2	0.9761904761904762	5.0	1
chr4	Hint2	1.0	5.0	1
chr4	Glipr2	0.8886363636363637	4.0	1
chr4	Clta	0.9807692307692307	5.0	1
chr4	Gne	0.9814814814814815	5.0	1
chr4	Melk	0.978525641025641	5.0	1
chr4	Zcchc7	0.9759615384615384	5.0	1
chr4	Grhpr	0.9944994499449944	5.0	1
chr4	Polr1e	0.9725672877846789	5.0	1
chr4	Trmt10b	0.9746835443037974	5.0	1
chr4	Ncbp1	1.0	5.0	1
chr4	Xpa	0.5277777777777778	1.0	1
chr4	Trmo	0.9454545454545454	5.0	1
chr4	Anp32b	0.8511343548656981	4.0	1
chr4	Nans	0.9892307692307692	5.0	1
chr4	Erp44	0.967479674796748	5.0	1
chr4	Tex10	0.9929577464788732	5.0	1
chr4	Msantd3	1.0	5.0	1
chr4	Tmeff1	1.0	5.0	1
chr4	Mrpl50	0.994216614090431	5.0	1
chr4	Rnf20	0.8661417322834646	4.0	1
chr4	Smc2	0.8535870516185478	4.0	1
chr4	Fktn	1.0	5.0	1
chr4	Tmem38b	0.9863013698630136	5.0	1
chr4	Rad23b	0.4145502645502645	0.0	0
chr4	Klf4	0.2727272727272727	0.0	0
chr4	Ctnnal1	0.51440329218107	1.0	0
chr4	Tmem245	0.5673400673400674	1.0	0
chr4	Epb41l4b	0.13333333333333333	0.0	0
chr4	Txn1	0.6565255731922398	2.0	0
chr4	Lpar1	0.5121212121212121	1.0	0
chr4	Ptgr1	0.03763440860215053	0.0	0
chr4	Dnajc25	0.5357142857142857	1.0	0
chr4	Ptbp3	0.5089285714285714	1.0	0
chr4	Hsdl2	0.5151515151515151	1.0	0
chr4	E130308A19Rik	0.49382716049382713	0.0	0
chr4	Inip	0.46808510638297873	0.0	0
chr4	Snx30	0.5579710144927537	1.0	0
chr4	Zfp37	0.35294117647058826	0.0	0
chr4	Fkbp15	0.412037037037037	0.0	0
chr4	Slc31a1	0.4699248120300752	0.0	0
chr4	Prpf4	0.5358166189111748	1.0	0
chr4	Alad	0.6770079572298895	2.0	0
chr4	Pole3	0.433852140077821	0.0	0
chr4	Atp6v1g1	0.24789915966386555	0.0	0
chr4	Trim32	0.5828402366863905	1.0	0
chr4	Cdk5rap2	0.3	0.0	0
chr4	Tle1	0.4339622641509434	0.0	0
chr4	Cer1	0.015151515151515152	0.0	0
chr4	Snapc3	0.1826086956521739	0.0	0
chr4	Psip1	0.4574073009310666	0.0	0
chr4	Haus6	0.43846153846153846	0.0	0
chr4	Plin2	0.4523809523809524	0.0	0
chr4	Acer2	0.33397165836844117	0.0	0
chr4	Mllt3	0.40816326530612246	0.0	0
chr4	Focad	0.32432432432432434	0.0	0
chr4	Klhl9	0.22139303482587064	0.0	0
chr4	Mtap	0.625	2.0	0
chr4	Cdkn2a	0.34444444444444444	0.0	0
chr4	Elavl2	0.34615384615384615	0.0	0
chr4	Tusc1	0.36666666666666664	0.0	0
chr4	Caap1	0.5106382978723404	1.0	0
chr4	Plaa	0.4981331793687452	0.0	0
chr4	Ift74	0.3533834586466165	0.0	0
chr4	Mysm1	0.32608695652173914	0.0	0
chr4	Jun	0.48742138364779874	0.0	0
chr4	L1td1	0.4166666666666667	0.0	0
chr4	Usp1	0.8912429378531073	4.0	0
chr4	Dock7	0.5705128205128205	1.0	0
chr4	Ror1	0.6521739130434783	2.0	0
chr4	Cachd1	0.42528735632183906	0.0	0
chr4	Ak4	0.3898305084745763	0.0	0
chr4	Leprot	0.5172413793103449	1.0	0
chr4	Mier1	0.6153846153846154	2.0	0
chr4	Slc35d1	0.3867924528301887	0.0	0
chr4	Oma1	0.6886792452830188	2.0	0
chr4	Usp24	0.6216216216216216	2.0	0
chr4	Dhcr24	0.4249084249084249	0.0	0
chr4	Ttc4	0.5773809523809524	1.0	0
chr4	Ssbp3	0.5246092678914176	1.0	0
chr4	Mrpl37	0.5497237569060773	1.0	0
chr4	Cyb5rl	0.3854166666666667	0.0	0
